accession,species_v11_idx1,species_v12_idx1
GCF_000158635.1,387,1266
GCF_000158675.1,282,153
GCF_000158695.1,279,150
GCF_000158715.1,280,151
GCF_000158735.1,279,150
GCF_000158755.1,278,154
GCF_000158775.1,278,154
GCF_000158795.1,276,146
GCF_000158835.2,515,694
GCF_000158935.1,1286,1392
GCF_000159035.1,57,1212
GCF_000159095.1,95,1420
GCF_000159115.1,372,1276
GCF_000159155.2,521,491
GCF_000159215.1,639,231
GCF_000159235.2,111,356
GCF_000159255.1,462,1016
GCF_000159275.1,462,1016
GCF_000159295.1,489,424
GCF_000159315.1,651,795
GCF_000159335.1,656,1171
GCF_000159355.1,657,1161
GCF_000159375.2,690,774
GCF_000159395.1,693,775
GCF_000159415.1,704,1176
GCF_000159435.1,705,233
GCF_000159455.2,687,230
GCF_000159475.2,687,230
GCF_000159495.1,677,818
GCF_000159515.1,1187,1341
GCF_000159535.2,1205,922
GCF_000159555.1,1205,922
GCF_000159575.1,1210,924
GCF_000159595.1,381,1282
GCF_000159615.1,687,230
GCF_000159655.1,462,1016
GCF_000159675.1,463,1017
GCF_000159715.1,614,1163
GCF_000159755.1,834,1302
GCF_000159775.1,807,1302
GCF_000159795.2,1417,251
GCF_000159835.2,1047,206
GCF_000159935.1,867,357
GCF_000160155.1,462,1016
GCF_000160175.1,688,824
GCF_000160195.1,1205,922
GCF_000160215.1,1206,936
GCF_000160235.1,1210,924
GCF_000160255.1,276,146
GCF_000160295.1,279,150
GCF_000160315.2,463,1017
GCF_000160335.2,1205,922
GCF_000160355.1,1205,922
GCF_000160375.1,1205,922
GCF_000160395.1,1205,922
GCF_000160415.1,1205,922
GCF_000160495.1,1160,732
GCF_000160515.1,629,1177
GCF_000160555.1,1159,731
GCF_000160595.1,748,899
GCF_000160615.1,798,3
GCF_000160715.1,687,230
GCF_000160755.1,1032,435
GCF_000160795.1,380,1274
GCF_000160815.2,486,1208
GCF_000160835.1,619,236
GCF_000160855.1,650,1165
GCF_000160875.1,654,1160
GCF_000160895.1,127,1055
GCF_000160915.1,127,1055
GCF_000160935.1,127,1055
GCF_000160975.1,127,1055
GCF_000161015.1,127,1055
GCF_000161035.1,127,1055
GCF_000161055.1,127,1055
GCF_000161075.1,127,1055
GCF_000161095.1,160,1060
GCF_000161115.1,127,1055
GCF_000161135.1,127,1055
GCF_000161155.1,127,1055
GCF_000161175.1,127,1055
GCF_000161215.1,127,1055
GCF_000161275.1,127,1055
GCF_000161295.1,127,1055
GCF_000161315.1,127,1055
GCF_000161335.1,127,1055
GCF_000161355.1,127,1055
GCF_000161395.1,127,1055
GCF_000161415.1,144,1060
GCF_000161435.1,144,1060
GCF_000161495.1,154,1063
GCF_000161515.1,154,1063
GCF_000161555.1,154,1063
GCF_000161615.1,154,1063
GCF_000161735.1,154,1063
GCF_000161855.1,463,1017
GCF_000161875.1,462,1016
GCF_000161895.2,656,1171
GCF_000161915.2,629,1177
GCF_000161995.1,581,534
GCF_000162035.1,24,330
GCF_000162075.1,31,352
GCF_000162095.1,32,341
GCF_000162235.2,518,695
GCF_000162255.1,629,1177
GCF_000162295.1,18,329
GCF_000162315.1,629,1177
GCF_000162335.1,656,1171
GCF_000162355.2,518,695
GCF_000162395.1,639,231
GCF_000162435.1,656,1171
GCF_000162455.1,995,672
GCF_000162575.1,560,129
GCF_000162595.1,1205,922
GCF_000162615.1,1205,922
GCF_000162635.1,1205,922
GCF_000162655.1,1205,922
GCF_000162675.1,1205,922
GCF_000162695.1,1205,922
GCF_000162715.1,1205,922
GCF_000162735.1,1205,922
GCF_000162795.1,1205,922
GCF_000162815.1,1205,922
GCF_000162835.1,1205,922
GCF_000162855.1,1205,922
GCF_000162915.1,1012,680
GCF_000162935.1,1019,682
GCF_000162955.1,743,1012
GCF_000162975.1,834,1302
GCF_000162995.1,834,1302
GCF_000163015.1,834,1302
GCF_000163095.1,951,906
GCF_000163115.1,276,146
GCF_000163155.1,489,424
GCF_000163175.1,489,424
GCF_000163215.1,489,424
GCF_000163235.1,489,424
GCF_000163255.1,1047,206
GCF_000163275.1,1047,206
GCF_000163335.1,1205,922
GCF_000163355.2,18,329
GCF_000163375.2,18,329
GCF_000163395.2,18,329
GCF_000163415.1,55,68
GCF_000163435.1,385,1277
GCF_000163455.1,590,431
GCF_000163535.1,867,357
GCF_000163575.1,1205,922
GCF_000163635.1,36,350
GCF_000163755.1,1155,1151
GCF_000163795.1,462,1016
GCF_000163815.1,462,1016
GCF_000163835.1,943,1152
GCF_000163855.1,357,1142
GCF_000163875.1,1276,1387
GCF_000163915.2,518,695
GCF_000163955.1,436,475
GCF_000163975.1,315,116
GCF_000164035.1,7,140
GCF_000164055.1,28,343
GCF_000164075.1,1210,924
GCF_000164095.1,1245,974
GCF_000164155.2,1095,1338
GCF_000164195.1,489,424
GCF_000164215.1,489,424
GCF_000164235.1,489,424
GCF_000164255.1,489,424
GCF_000164275.1,489,424
GCF_000164295.1,489,424
GCF_000164315.1,489,424
GCF_000164335.1,489,424
GCF_000164355.1,489,424
GCF_000164375.1,489,424
GCF_000164395.1,596,288
GCF_000164415.1,489,424
GCF_000164435.1,489,424
GCF_000164455.1,489,424
GCF_000164475.1,489,424
GCF_000164495.1,489,424
GCF_000164515.1,489,424
GCF_000164535.1,489,424
GCF_000164555.1,489,424
GCF_000164575.1,489,424
GCF_000164595.1,489,424
GCF_000164615.1,489,424
GCF_000164675.2,1246,984
GCF_000164695.2,1127,1144
GCF_000164715.1,1205,922
GCF_000164885.1,583,609
GCF_000164905.1,573,720
GCF_000164965.1,205,1225
GCF_000164985.3,915,887
GCF_000165485.1,1227,21
GCF_000165525.1,549,554
GCF_000165575.1,549,554
GCF_000165595.2,255,1091
GCF_000165615.1,521,491
GCF_000165635.1,521,491
GCF_000165695.1,834,1302
GCF_000165775.1,650,1165
GCF_000165885.1,629,1177
GCF_000165905.1,205,1225
GCF_000165925.1,123,1064
GCF_000166115.1,421,705
GCF_000166315.1,220,1241
GCF_000166455.1,1368,503
GCF_000166475.1,1368,503
GCF_000166495.1,1368,503
GCF_000166555.1,489,424
GCF_000166575.1,489,424
GCF_000166595.1,489,424
GCF_000166615.1,489,424
GCF_000166635.1,256,1089
GCF_000166655.1,256,1089
GCF_000166715.1,747,898
GCF_000166795.1,628,786
GCF_000166815.1,463,1017
GCF_000166835.1,1421,228
GCF_000166855.2,1421,228
GCF_000166935.1,1120,606
GCF_000167095.1,47,551
GCF_000167135.1,758,1201
GCF_000167155.1,758,1201
GCF_000167195.1,398,1040
GCF_000167215.1,127,1055
GCF_000167235.1,121,1054
GCF_000167255.1,121,1054
GCF_000167275.1,121,1054
GCF_000167295.1,121,1054
GCF_000167315.1,121,1054
GCF_000167335.1,121,1054
GCF_000167375.1,1258,977
GCF_000167395.1,318,121
GCF_000167415.1,309,114
GCF_000167435.1,1253,983
GCF_000167595.1,845,26
GCF_000167615.1,1250,982
GCF_000167635.1,294,959
GCF_000167655.1,439,722
GCF_000167735.1,1229,980
GCF_000167755.1,1229,980
GCF_000167815.1,489,424
GCF_000167835.1,489,424
GCF_000167855.1,489,424
GCF_000167875.1,489,424
GCF_000167895.2,489,424
GCF_000167915.2,489,424
GCF_000167935.2,1368,503
GCF_000167975.1,1424,464
GCF_000167995.1,1429,460
GCF_000168015.1,1426,470
GCF_000168035.1,1427,462
GCF_000168055.1,1227,21
GCF_000168095.1,489,424
GCF_000168115.1,315,116
GCF_000168135.1,315,116
GCF_000168175.1,315,116
GCF_000168195.1,315,116
GCF_000168235.2,1431,463
GCF_000168255.1,687,230
GCF_000168315.3,1413,244
GCF_000168335.1,1044,178
GCF_000168355.3,1258,977
GCF_000168395.1,758,1201
GCF_000168415.1,758,1201
GCF_000168515.1,758,1201
GCF_000168535.1,758,1201
GCF_000168555.1,758,1201
GCF_000168575.2,758,1201
GCF_000168595.2,758,1201
GCF_000168615.1,758,1201
GCF_000168635.2,758,1201
GCF_000168655.1,758,1201
GCF_000168695.2,758,1201
GCF_000168755.1,315,116
GCF_000168775.2,510,165
GCF_000168815.1,758,1201
GCF_000168835.1,1431,463
GCF_000168855.1,371,175
GCF_000168875.2,397,592
GCF_000168895.2,1368,503
GCF_000168915.2,1368,503
GCF_000168935.2,1368,503
GCF_000168955.1,897,868
GCF_000169015.1,162,638
GCF_000169135.1,887,1147
GCF_000169195.2,130,1057
GCF_000169215.2,1171,13
GCF_000169235.1,431,717
GCF_000169475.1,239,1312
GCF_000169495.2,397,592
GCF_000169535.1,1355,55
GCF_000169555.1,1355,55
GCF_000169575.2,1355,55
GCF_000169595.1,1355,55
GCF_000169615.1,1431,463
GCF_000169635.1,1431,463
GCF_000169655.1,1431,463
GCF_000169675.1,1431,463
GCF_000169695.1,1431,463
GCF_000169715.1,297,954
GCF_000169775.1,549,554
GCF_000169795.1,549,554
GCF_000169815.1,549,554
GCF_000169835.1,549,554
GCF_000169875.1,294,959
GCF_000169895.1,1354,56
GCF_000169915.1,1355,55
GCF_000169935.1,1355,55
GCF_000169955.1,1355,55
GCF_000170015.1,1250,982
GCF_000170035.1,1250,982
GCF_000170055.1,1250,982
GCF_000170075.1,1250,982
GCF_000170115.1,1250,982
GCF_000170135.1,1250,982
GCF_000170155.1,1250,982
GCF_000170195.2,1153,439
GCF_000170215.1,1153,439
GCF_000170235.1,1153,439
GCF_000170255.1,1153,439
GCF_000170275.1,1431,463
GCF_000170295.1,510,165
GCF_000170315.1,301,949
GCF_000170335.1,302,951
GCF_000170355.1,296,963
GCF_000170375.1,296,963
GCF_000170395.1,301,949
GCF_000170435.1,297,954
GCF_000170455.1,297,954
GCF_000170475.1,297,954
GCF_000170495.1,301,949
GCF_000170515.1,297,954
GCF_000170535.1,297,954
GCF_000170555.1,297,954
GCF_000170575.1,297,954
GCF_000170595.1,297,954
GCF_000170935.2,255,1091
GCF_000170955.2,258,1090
GCF_000171035.2,127,1055
GCF_000171055.1,355,1127
GCF_000171075.1,355,1127
GCF_000171115.1,356,1128
GCF_000171135.1,362,1130
GCF_000171155.1,362,1130
GCF_000171175.1,362,1130
GCF_000171195.1,362,1130
GCF_000171215.1,362,1130
GCF_000171255.1,1153,439
GCF_000171275.1,1153,439
GCF_000171295.1,1153,439
GCF_000171315.1,1153,439
GCF_000171355.1,1354,56
GCF_000171375.1,1354,56
GCF_000171395.1,1355,55
GCF_000171415.1,1153,439
GCF_000171435.1,1205,922
GCF_000171455.1,1205,922
GCF_000171495.1,1153,439
GCF_000171515.1,1153,439
GCF_000171535.2,1153,439
GCF_000171555.1,1355,55
GCF_000171575.1,1250,982
GCF_000171595.1,1250,982
GCF_000171615.1,131,1080
GCF_000171635.1,1145,1348
GCF_000171655.1,1250,982
GCF_000171675.1,1250,982
GCF_000171695.1,1250,982
GCF_000171715.1,1250,982
GCF_000171735.2,256,1089
GCF_000171755.2,256,1089
GCF_000171795.2,315,116
GCF_000171915.1,489,424
GCF_000171935.1,489,424
GCF_000171955.1,489,424
GCF_000171975.1,489,424
GCF_000171995.1,489,424
GCF_000172015.1,489,424
GCF_000172035.1,489,424
GCF_000172055.1,489,424
GCF_000172115.1,818,1299
GCF_000172135.1,215,1231
GCF_000172175.1,171,629
GCF_000172275.2,257,1092
GCF_000172295.2,256,1089
GCF_000172315.2,256,1089
GCF_000172335.2,256,1089
GCF_000172375.2,547,730
GCF_000172395.1,1044,178
GCF_000172455.1,362,1130
GCF_000172475.1,97,574
GCF_000172495.1,97,574
GCF_000172515.1,97,574
GCF_000172535.1,203,1239
GCF_000172575.2,462,1016
GCF_000172595.4,257,1092
GCF_000172615.1,463,1017
GCF_000172635.2,86,144
GCF_000172655.1,463,1017
GCF_000172675.1,463,1017
GCF_000172815.1,147,1061
GCF_000172835.1,463,1017
GCF_000172855.1,1205,922
GCF_000172875.1,463,1017
GCF_000172895.1,1072,184
GCF_000172915.1,463,1017
GCF_000172935.1,564,127
GCF_000173015.1,1137,536
GCF_000173055.1,1338,170
GCF_000173135.1,949,1111
GCF_000173155.1,949,1110
GCF_000173175.1,1250,982
GCF_000173195.1,1250,982
GCF_000173215.1,1250,982
GCF_000173255.4,688,824
GCF_000173275.1,1250,982
GCF_000173295.1,1250,982
GCF_000173315.1,549,554
GCF_000173335.1,549,554
GCF_000173355.1,93,1418
GCF_000173375.1,216,1246
GCF_000173395.1,18,329
GCF_000173415.1,1034,438
GCF_000173435.1,225,1240
GCF_000173455.1,211,1228
GCF_000173475.1,338,616
GCF_000173495.1,338,616
GCF_000173515.1,338,616
GCF_000173535.1,338,616
GCF_000173595.1,1250,982
GCF_000173635.1,1250,982
GCF_000173695.1,1153,439
GCF_000173715.1,1428,468
GCF_000173735.1,1422,469
GCF_000173755.1,1434,472
GCF_000173775.1,1433,471
GCF_000173995.1,868,358
GCF_000174015.1,110,376
GCF_000174035.1,808,1298
GCF_000174055.1,338,616
GCF_000174075.1,284,1121
GCF_000174115.1,1368,503
GCF_000174195.1,1124,692
GCF_000174235.1,1362,503
GCF_000174255.1,1368,503
GCF_000174275.1,1368,503
GCF_000174295.1,1368,503
GCF_000174315.1,1368,503
GCF_000174335.1,1368,503
GCF_000174395.2,463,1017
GCF_000174455.1,1205,922
GCF_000174475.1,1205,922
GCF_000174495.1,1205,922
GCF_000174515.1,1205,922
GCF_000174535.1,1205,922
GCF_000174555.1,1205,922
GCF_000174575.1,1205,922
GCF_000174595.1,1205,922
GCF_000174615.1,1205,922
GCF_000174635.1,1205,922
GCF_000174695.1,374,1275
GCF_000174715.1,1255,975
GCF_000174735.1,1213,928
GCF_000174855.1,1250,982
GCF_000174875.1,1250,982
GCF_000174935.1,463,1017
GCF_000174955.1,1205,922
GCF_000174975.1,334,620
GCF_000174995.1,334,620
GCF_000175015.1,462,1016
GCF_000175035.1,656,1171
GCF_000175135.1,1411,243
GCF_000175155.1,1411,243
GCF_000175175.1,1223,929
GCF_000175255.2,1438,398
GCF_000175355.1,897,868
GCF_000175375.1,387,1266
GCF_000175415.3,107,743
GCF_000175435.1,549,554
GCF_000175455.1,549,554
GCF_000175475.1,1205,922
GCF_000175495.1,1205,922
GCF_000175515.1,338,616
GCF_000175535.1,334,620
GCF_000175575.2,11,862
GCF_000175595.1,357,1142
GCF_000175615.1,1128,1145
GCF_000175695.1,1368,503
GCF_000175715.1,1137,536
GCF_000175735.1,489,424
GCF_000175755.1,489,424
GCF_000175815.1,1329,1294
GCF_000175875.1,313,120
GCF_000175895.1,1350,90
GCF_000175915.1,447,1350
GCF_000175955.1,1205,922
GCF_000175975.1,1377,506
GCF_000175995.1,1377,506
GCF_000176055.1,1363,502
GCF_000176075.1,938,1195
GCF_000176095.1,721,311
GCF_000176135.1,1369,515
GCF_000176175.1,1373,523
GCF_000176195.1,1205,922
GCF_000176235.1,1382,520
GCF_000176255.1,771,125
GCF_000176275.1,771,125
GCF_000176295.1,463,1017
GCF_000176315.1,834,1302
GCF_000176335.1,742,433
GCF_000176375.1,1377,506
GCF_000176395.1,1368,503
GCF_000176415.1,1377,506
GCF_000176435.1,1368,503
GCF_000176475.1,521,491
GCF_000176495.1,521,491
GCF_000176515.1,546,830
GCF_000176535.2,489,424
GCF_000176555.2,489,424
GCF_000176575.2,489,424
GCF_000176595.2,489,424
GCF_000176615.2,489,424
GCF_000176635.2,489,424
GCF_000176675.2,489,424
GCF_000176695.2,489,424
GCF_000176735.1,871,361
GCF_000176755.2,866,362
GCF_000176775.1,798,3
GCF_000176795.1,963,497
GCF_000176835.2,1165,446
GCF_000176855.2,15,458
GCF_000176875.1,794,914
GCF_000176955.1,959,367
GCF_000176975.2,629,1177
GCF_000177055.1,1018,665
GCF_000177115.1,1210,924
GCF_000177315.1,992,671
GCF_000177355.1,990,661
GCF_000177395.1,1025,1103
GCF_000177435.1,1360,610
GCF_000177455.1,1072,184
GCF_000177475.1,1072,184
GCF_000177495.1,1072,184
GCF_000177575.1,629,1177
GCF_000177595.1,152,1062
GCF_000177695.1,18,329
GCF_000177715.1,18,329
GCF_000177735.1,18,329
GCF_000177755.1,654,1160
GCF_000177775.1,1250,982
GCF_000177795.2,834,1302
GCF_000177815.2,834,1302
GCF_000177835.2,834,1302
GCF_000177855.2,834,1302
GCF_000177875.2,834,1302
GCF_000177895.2,834,1302
GCF_000177915.2,834,1302
GCF_000177935.2,834,1302
GCF_000177955.2,834,1302
GCF_000177975.2,834,1302
GCF_000177995.1,1205,922
GCF_000178015.1,1205,922
GCF_000178035.1,1205,922
GCF_000178055.1,1025,1103
GCF_000178075.1,1025,1103
GCF_000178095.1,960,911
GCF_000178135.1,762,919
GCF_000178175.1,462,1016
GCF_000178195.1,181,255
GCF_000178215.1,182,632
GCF_000178235.1,463,1017
GCF_000178275.1,174,634
GCF_000178295.1,182,632
GCF_000178315.1,489,424
GCF_000178335.1,111,356
GCF_000178355.1,521,491
GCF_000178395.2,527,161
GCF_000178435.1,62,1042
GCF_000178475.1,616,1168
GCF_000178495.1,47,551
GCF_000178515.1,47,551
GCF_000178535.1,47,551
GCF_000178555.1,47,551
GCF_000178575.1,47,551
GCF_000178595.1,47,551
GCF_000178615.1,47,551
GCF_000178635.1,47,551
GCF_000178655.1,47,551
GCF_000178695.1,489,424
GCF_000178735.1,489,424
GCF_000178755.1,489,424
GCF_000178795.1,489,424
GCF_000178875.2,1169,14
GCF_000178895.1,518,695
GCF_000178935.2,564,127
GCF_000179015.2,81,282
GCF_000179035.2,858,22
GCF_000179055.1,994,670
GCF_000179075.1,489,424
GCF_000179095.1,489,424
GCF_000179115.1,489,424
GCF_000179135.1,489,424
GCF_000179155.1,489,424
GCF_000179175.1,489,424
GCF_000179275.1,47,551
GCF_000179295.1,47,551
GCF_000179375.1,632,1164
GCF_000179435.1,687,230
GCF_000179455.1,687,230
GCF_000179475.1,693,775
GCF_000179495.1,499,387
GCF_000179515.1,301,949
GCF_000179535.2,1169,14
GCF_000179635.2,1138,912
GCF_000179675.1,1000,676
GCF_000179695.1,499,387
GCF_000179735.1,1358,611
GCF_000179755.1,1358,611
GCF_000179795.1,489,424
GCF_000179935.1,654,1160
GCF_000179955.1,654,1160
GCF_000179975.1,654,1160
GCF_000179995.1,654,1160
GCF_000180015.1,671,232
GCF_000180035.1,1246,984
GCF_000180075.1,1262,991
GCF_000180095.1,1205,922
GCF_000180155.1,56,1210
GCF_000180215.1,1153,439
GCF_000180395.1,1205,922
GCF_000180435.1,794,914
GCF_000180475.1,1250,982
GCF_000180495.1,1250,982
GCF_000180515.1,1250,982
GCF_000180535.1,1250,982
GCF_000180555.1,1250,982
GCF_000180575.1,1250,982
GCF_000180595.1,868,358
GCF_000181455.2,1431,463
GCF_000181535.1,1387,510
GCF_000181555.2,256,1089
GCF_000181575.2,256,1089
GCF_000181595.1,127,1055
GCF_000181615.1,127,1055
GCF_000181635.1,127,1055
GCF_000181655.1,127,1055
GCF_000181675.2,121,1054
GCF_000181715.2,256,1089
GCF_000181735.1,489,424
GCF_000181755.1,489,424
GCF_000181775.1,489,424
GCF_000181835.1,121,1054
GCF_000181855.2,256,1089
GCF_000181935.1,121,1054
GCF_000181995.1,121,1054
GCF_000182195.1,297,954
GCF_000182235.1,279,150
GCF_000182275.1,295,962
GCF_000182295.1,295,962
GCF_000182345.1,1384,505
GCF_000182365.1,1384,505
GCF_000182385.1,1384,505
GCF_000182445.1,297,954
GCF_000182465.1,1384,505
GCF_000182485.1,1431,463
GCF_000182505.1,1431,463
GCF_000182525.1,1431,463
GCF_000182545.1,1431,463
GCF_000182585.2,297,954
GCF_000182605.1,356,1128
GCF_000182625.1,276,146
GCF_000182645.1,895,149
GCF_000182835.1,632,1164
GCF_000182855.2,617,1167
GCF_000182875.1,1259,978
GCF_000182945.1,518,695
GCF_000183005.1,489,424
GCF_000183155.1,1123,1007
GCF_000183185.1,848,28
GCF_000183205.1,479,1097
GCF_000183225.1,284,1121
GCF_000183245.1,284,1121
GCF_000183285.1,284,1121
GCF_000183305.1,284,1121
GCF_000183345.1,489,424
GCF_000183365.1,852,31
GCF_000183385.1,837,40
GCF_000183445.1,422,762
GCF_000183465.1,1252,971
GCF_000183565.1,958,368
GCF_000183605.1,978,655
GCF_000183645.1,1069,182
GCF_000183665.1,753,904
GCF_000183685.1,1213,928
GCF_000183765.1,152,1062
GCF_000183785.1,1174,452
GCF_000183825.1,618,772
GCF_000183905.1,756,1200
GCF_000183945.1,760,1202
GCF_000183985.1,322,745
GCF_000184005.1,834,1302
GCF_000184025.1,834,1302
GCF_000184045.1,834,1302
GCF_000184135.1,1123,1007
GCF_000184185.1,489,424
GCF_000184205.1,315,116
GCF_000184285.1,628,786
GCF_000184325.1,1373,523
GCF_000184345.1,1198,80
GCF_000184365.1,1230,985
GCF_000184435.1,814,849
GCF_000184475.1,18,329
GCF_000184495.1,18,329
GCF_000184535.1,637,752
GCF_000184765.1,489,424
GCF_000184925.1,1137,536
GCF_000184945.1,995,672
GCF_000185025.1,869,359
GCF_000185045.1,513,51
GCF_000185145.2,1011,679
GCF_000185185.1,564,127
GCF_000185205.1,564,127
GCF_000185225.1,564,127
GCF_000185245.1,564,127
GCF_000185345.1,318,121
GCF_000185385.1,604,1192
GCF_000185405.1,654,1160
GCF_000185425.1,797,2
GCF_000185445.1,797,0
GCF_000185465.1,642,757
GCF_000185485.1,1214,933
GCF_000185605.1,166,633
GCF_000185705.2,237,744
GCF_000185745.1,1316,711
GCF_000185845.1,1017,688
GCF_000185885.1,1216,939
GCF_000185905.1,781,548
GCF_000186005.1,842,34
GCF_000186085.1,152,1062
GCF_000186165.1,870,360
GCF_000186185.1,8,139
GCF_000186205.1,1210,924
GCF_000186325.1,429,803
GCF_000186405.1,1258,977
GCF_000186445.1,1229,980
GCF_000186465.1,1231,1004
GCF_000186485.1,1167,449
GCF_000186505.1,1310,1197
GCF_000186545.1,1230,985
GCF_000186585.1,1392,507
GCF_000186645.1,18,329
GCF_000186665.3,18,329
GCF_000186725.1,1431,463
GCF_000186945.2,1185,366
GCF_000186985.1,846,41
GCF_000187005.1,1341,172
GCF_000187045.1,1070,198
GCF_000187065.1,1070,198
GCF_000187105.1,1348,89
GCF_000187125.1,1157,734
GCF_000187145.1,1205,922
GCF_000187165.1,1205,922
GCF_000187205.2,18,329
GCF_000187265.1,1236,987
GCF_000187285.1,489,424
GCF_000187305.1,489,424
GCF_000187325.1,489,424
GCF_000187345.1,489,424
GCF_000187365.1,489,424
GCF_000187385.1,489,424
GCF_000187505.1,1246,984
GCF_000187565.1,1153,439
GCF_000187605.1,565,136
GCF_000187625.1,565,136
GCF_000187785.1,1153,439
GCF_000187855.1,1233,1003
GCF_000187935.1,1247,993
GCF_000188035.1,1252,971
GCF_000188055.2,1261,995
GCF_000188215.1,18,329
GCF_000188275.1,1256,976
GCF_000188295.1,1262,991
GCF_000188315.1,1234,986
GCF_000188335.1,1153,439
GCF_000188355.1,1153,439
GCF_000188375.1,1153,439
GCF_000188395.1,1153,439
GCF_000188415.1,1153,439
GCF_000188435.1,1153,439
GCF_000188455.1,1153,439
GCF_000188475.1,1153,439
GCF_000188495.1,1153,439
GCF_000188515.1,1153,439
GCF_000188535.1,1153,439
GCF_000188555.1,1153,439
GCF_000188575.1,1153,439
GCF_000188595.1,1153,439
GCF_000188615.1,1153,439
GCF_000188635.1,1153,439
GCF_000188655.1,1153,439
GCF_000188715.1,1234,986
GCF_000188735.1,1153,439
GCF_000188755.1,489,424
GCF_000188775.1,489,424
GCF_000188835.1,489,424
GCF_000188855.1,489,424
GCF_000188875.1,489,424
GCF_000188895.1,1153,439
GCF_000188915.1,1153,439
GCF_000188935.1,1153,439
GCF_000188955.2,1153,439
GCF_000188975.1,1153,439
GCF_000188995.1,1153,439
GCF_000189015.1,1153,439
GCF_000189035.1,1153,439
GCF_000189055.1,1153,439
GCF_000189075.1,1153,439
GCF_000189095.1,1153,439
GCF_000189115.1,1153,439
GCF_000189135.1,1153,439
GCF_000189155.1,1153,439
GCF_000189175.1,1153,439
GCF_000189195.1,1153,439
GCF_000189215.1,1153,439
GCF_000189235.1,1153,439
GCF_000189435.1,1205,922
GCF_000189455.1,1205,922
GCF_000189495.1,1216,939
GCF_000189515.1,650,1165
GCF_000189595.1,609,917
GCF_000189615.1,609,917
GCF_000189655.1,18,329
GCF_000189675.1,18,329
GCF_000189695.1,18,329
GCF_000189755.2,416,1155
GCF_000190335.1,834,1302
GCF_000190375.1,1129,1109
GCF_000190495.1,490,425
GCF_000190595.1,331,1370
GCF_000190755.2,784,293
GCF_000190795.1,489,424
GCF_000190815.1,489,424
GCF_000190835.1,489,424
GCF_000190855.1,489,424
GCF_000190895.1,489,424
GCF_000190915.1,489,424
GCF_000191015.1,489,424
GCF_000191085.1,1256,976
GCF_000191105.1,1256,976
GCF_000191125.1,1256,976
GCF_000191145.1,36,350
GCF_000191165.1,632,1164
GCF_000191185.1,869,359
GCF_000191205.1,869,359
GCF_000191225.1,869,359
GCF_000191245.1,869,359
GCF_000191265.1,869,359
GCF_000191285.1,869,359
GCF_000191305.1,869,359
GCF_000191325.1,869,359
GCF_000191345.1,869,359
GCF_000191365.1,457,1028
GCF_000191405.1,551,555
GCF_000191425.1,869,359
GCF_000191445.1,869,359
GCF_000191465.1,869,359
GCF_000191485.1,869,359
GCF_000191505.1,869,359
GCF_000191525.1,869,359
GCF_000191545.1,617,1167
GCF_000191565.1,1123,1007
GCF_000191665.1,490,425
GCF_000191685.1,654,1160
GCF_000191705.1,654,1160
GCF_000191745.1,93,1418
GCF_000191765.1,999,675
GCF_000191785.1,943,1152
GCF_000191905.1,351,1126
GCF_000191925.1,337,617
GCF_000192025.1,1418,252
GCF_000192045.1,1414,240
GCF_000192065.1,1412,249
GCF_000192085.1,1153,439
GCF_000192105.1,1425,461
GCF_000192125.1,1153,439
GCF_000192165.1,632,1164
GCF_000192185.1,1256,976
