accession,species_v11_idx1,species_v12_idx1
GCF_001514825.1,488,426
GCF_001514845.1,488,426
GCF_001514865.1,488,426
GCF_001514885.1,488,426
GCF_001514905.1,488,426
GCF_001514925.1,488,426
GCF_001514945.1,488,426
GCF_001514965.1,488,426
GCF_001514985.1,488,426
GCF_001515005.1,488,426
GCF_001515025.1,488,426
GCF_001515045.1,488,426
GCF_001515065.1,488,426
GCF_001515085.1,1368,503
GCF_001515095.1,1368,503
GCF_001515105.1,1368,503
GCF_001515115.1,1368,503
GCF_001515295.1,411,1432
GCF_001515385.1,748,899
GCF_001515505.1,715,1290
GCF_001515665.1,1205,922
GCF_001515685.1,1205,922
GCF_001515705.1,1205,922
GCF_001515725.1,489,424
GCF_001515745.1,1205,922
GCF_001515765.1,1205,922
GCF_001515845.1,1044,178
GCF_001515915.1,1044,178
GCF_001516005.1,1044,178
GCF_001516105.1,1044,178
GCF_001516165.1,1044,178
GCF_001516185.1,1044,178
GCF_001516205.1,1044,178
GCF_001516225.1,1044,178
GCF_001516245.1,1044,178
GCF_001516265.1,1044,178
GCF_001516305.1,1044,178
GCF_001516325.1,1044,178
GCF_001516345.1,1044,178
GCF_001516365.1,1044,178
GCF_001516385.1,1044,178
GCF_001516785.1,1210,924
GCF_001516795.2,309,114
GCF_001516805.1,18,329
GCF_001516815.2,309,114
GCF_001516865.1,79,377
GCF_001516885.1,131,1080
GCF_001516895.1,131,1080
GCF_001516925.1,220,1241
GCF_001516935.2,489,424
GCF_001517645.1,18,329
GCF_001517685.1,489,424
GCF_001517715.1,590,431
GCF_001517725.1,590,431
GCF_001517735.1,590,431
GCF_001517745.1,590,431
GCF_001517795.1,590,431
GCF_001517805.1,590,431
GCF_001517845.1,1368,503
GCF_001517855.1,1368,503
GCF_001517955.1,590,431
GCF_001518035.1,588,429
GCF_001518055.1,588,429
GCF_001518065.1,451,413
GCF_001518115.1,588,429
GCF_001518125.1,588,429
GCF_001518145.1,451,413
GCF_001518275.1,451,413
GCF_001518325.1,451,413
GCF_001518355.1,489,424
GCF_001518365.1,489,424
GCF_001518415.1,451,413
GCF_001518435.1,588,429
GCF_001518465.1,1072,184
GCF_001518495.1,1153,439
GCF_001518545.1,451,413
GCF_001518625.1,451,413
GCF_001518675.1,588,429
GCF_001518695.1,1072,184
GCF_001518715.1,18,329
GCF_001518735.1,463,1017
GCF_001518775.1,68,479
GCF_001518795.1,61,1043
GCF_001518835.1,715,1290
GCF_001518855.1,1175,453
GCF_001518875.1,127,1055
GCF_001518895.1,1413,244
GCF_001518935.2,382,1261
GCF_001518975.1,1044,178
GCF_001519115.1,489,424
GCF_001519125.1,489,424
GCF_001519135.1,489,424
GCF_001519145.1,489,424
GCF_001519195.1,489,424
GCF_001519215.1,489,424
GCF_001519235.1,489,424
GCF_001519245.1,489,424
GCF_001519275.1,489,424
GCF_001519285.1,489,424
GCF_001519315.1,489,424
GCF_001519335.1,489,424
GCF_001519355.1,489,424
GCF_001519365.1,489,424
GCF_001519395.1,489,424
GCF_001519405.1,489,424
GCF_001519435.1,489,424
GCF_001519445.1,489,424
GCF_001519475.1,489,424
GCF_001519485.1,489,424
GCF_001519515.1,489,424
GCF_001519555.1,489,424
GCF_001519575.1,489,424
GCF_001519595.1,489,424
GCF_001519615.1,489,424
GCF_001519635.1,489,424
GCF_001519645.1,489,424
GCF_001519675.1,489,424
GCF_001519685.1,489,424
GCF_001519715.1,489,424
GCF_001519735.1,489,424
GCF_001519755.1,489,424
GCF_001519775.1,489,424
GCF_001519795.1,489,424
GCF_001519815.1,489,424
GCF_001519835.1,489,424
GCF_001519855.1,489,424
GCF_001519875.1,489,424
GCF_001519895.1,489,424
GCF_001519915.1,489,424
GCF_001519935.1,489,424
GCF_001519945.1,489,424
GCF_001519975.1,489,424
GCF_001519995.1,489,424
GCF_001520015.1,489,424
GCF_001520035.1,489,424
GCF_001520055.1,489,424
GCF_001520075.1,489,424
GCF_001520095.1,489,424
GCF_001520115.1,489,424
GCF_001520135.1,489,424
GCF_001520145.1,489,424
GCF_001520175.1,489,424
GCF_001520195.1,489,424
GCF_001520215.1,489,424
GCF_001520235.1,489,424
GCF_001520275.1,489,424
GCF_001520295.1,489,424
GCF_001520335.1,489,424
GCF_001520355.1,489,424
GCF_001520375.1,489,424
GCF_001520395.1,489,424
GCF_001520405.1,489,424
GCF_001520435.1,489,424
GCF_001520455.1,489,424
GCF_001520475.1,489,424
GCF_001520495.1,489,424
GCF_001520515.1,489,424
GCF_001520535.1,489,424
GCF_001520555.1,489,424
GCF_001520575.1,489,424
GCF_001520595.1,489,424
GCF_001520615.1,489,424
GCF_001520635.1,489,424
GCF_001520655.1,489,424
GCF_001520675.1,489,424
GCF_001520695.1,489,424
GCF_001520715.1,489,424
GCF_001520735.1,489,424
GCF_001520755.1,489,424
GCF_001520775.1,489,424
GCF_001520795.1,489,424
GCF_001520815.1,489,424
GCF_001520835.1,489,424
GCF_001520845.1,489,424
GCF_001520875.1,489,424
GCF_001520895.1,489,424
GCF_001520915.1,489,424
GCF_001520935.1,489,424
GCF_001520955.1,489,424
GCF_001520975.1,489,424
GCF_001520995.1,489,424
GCF_001521015.1,489,424
GCF_001521025.1,489,424
GCF_001521055.1,489,424
GCF_001521075.1,489,424
GCF_001521095.1,489,424
GCF_001521115.1,489,424
GCF_001521135.1,489,424
GCF_001521155.1,489,424
GCF_001521175.1,489,424
GCF_001521195.1,489,424
GCF_001521205.1,489,424
GCF_001521215.1,489,424
GCF_001521225.1,489,424
GCF_001521275.1,489,424
GCF_001521285.1,489,424
GCF_001521315.1,489,424
GCF_001521335.1,489,424
GCF_001521355.1,489,424
GCF_001521375.1,489,424
GCF_001521395.1,489,424
GCF_001521415.1,489,424
GCF_001521435.1,489,424
GCF_001521455.1,489,424
GCF_001521475.1,489,424
GCF_001521495.1,489,424
GCF_001521515.1,489,424
GCF_001521535.1,489,424
GCF_001521555.1,489,424
GCF_001521575.1,489,424
GCF_001521595.1,489,424
GCF_001521615.1,489,424
GCF_001521635.1,489,424
GCF_001521655.1,489,424
GCF_001521675.1,489,424
GCF_001521695.1,489,424
GCF_001521715.1,448,415
GCF_001521755.1,444,1215
GCF_001521815.1,443,1216
GCF_001521835.1,1368,503
GCF_001521895.1,590,431
GCF_001521915.1,287,947
GCF_001521925.1,300,956
GCF_001522005.1,302,951
GCF_001522035.1,302,951
GCF_001522055.1,302,951
GCF_001522075.1,302,951
GCF_001522095.1,300,956
GCF_001522105.1,296,963
GCF_001522135.1,296,963
GCF_001522155.1,302,951
GCF_001522175.1,302,951
GCF_001522215.1,287,947
GCF_001522235.1,302,951
GCF_001522245.1,302,951
GCF_001522275.1,302,951
GCF_001522295.1,287,947
GCF_001522305.1,287,947
GCF_001522335.1,287,947
GCF_001522355.1,300,956
GCF_001522365.1,300,956
GCF_001522375.1,289,961
GCF_001522415.1,302,951
GCF_001522455.1,302,951
GCF_001522475.1,302,951
GCF_001522505.1,302,951
GCF_001522525.1,287,947
GCF_001522565.1,303,950
GCF_001522575.1,287,947
GCF_001522625.1,287,947
GCF_001522645.1,302,951
GCF_001522695.1,287,947
GCF_001522785.1,287,947
GCF_001522805.1,287,947
GCF_001522815.1,287,947
GCF_001522875.1,287,947
GCF_001522925.1,287,947
GCF_001522945.1,287,947
GCF_001522965.1,287,947
GCF_001522985.1,287,947
GCF_001523065.1,289,961
GCF_001523085.1,287,947
GCF_001523105.1,298,952
GCF_001523145.1,289,961
GCF_001523165.1,298,952
GCF_001523185.1,299,955
GCF_001523205.1,302,951
GCF_001523225.1,302,951
GCF_001523245.1,302,951
GCF_001523315.1,302,951
GCF_001523345.1,302,951
GCF_001523385.1,302,951
GCF_001523405.1,302,951
GCF_001523425.1,302,951
GCF_001523485.1,302,951
GCF_001523505.1,302,951
GCF_001523535.1,303,950
GCF_001523585.1,303,950
GCF_001523615.1,303,950
GCF_001523705.1,303,950
GCF_001523755.1,303,950
GCF_001523775.1,302,951
GCF_001523785.1,303,950
GCF_001523825.1,302,951
GCF_001523845.1,299,955
GCF_001523855.1,302,951
GCF_001523905.1,285,965
GCF_001523945.1,303,950
GCF_001523965.1,303,950
GCF_001524005.1,303,950
GCF_001524025.1,303,950
GCF_001524045.1,303,950
GCF_001524065.1,303,950
GCF_001524145.1,303,950
GCF_001524205.1,303,950
GCF_001524225.1,303,950
GCF_001524235.1,303,950
GCF_001524265.1,303,950
GCF_001524285.1,303,950
GCF_001524305.1,303,950
GCF_001524325.1,301,949
GCF_001524345.1,301,949
GCF_001524365.1,302,951
GCF_001524385.1,289,961
GCF_001524405.1,302,951
GCF_001524485.1,300,956
GCF_001524505.1,298,952
GCF_001524545.1,302,951
GCF_001524605.1,302,951
GCF_001524665.1,287,947
GCF_001524685.1,302,951
GCF_001524705.1,289,961
GCF_001524745.1,302,951
GCF_001524765.1,287,947
GCF_001524785.1,302,951
GCF_001524805.1,302,951
GCF_001524815.1,285,965
GCF_001524825.1,285,965
GCF_001524835.1,287,947
GCF_001524885.1,489,424
GCF_001524895.1,489,424
GCF_001524905.1,489,424
GCF_001524965.1,451,413
GCF_001524995.1,450,412
GCF_001525045.1,451,413
GCF_001525055.1,448,415
GCF_001525085.1,451,413
GCF_001525095.1,451,413
GCF_001525125.1,451,413
GCF_001525135.1,448,415
GCF_001525155.1,451,413
GCF_001525205.1,451,413
GCF_001525245.1,588,429
GCF_001525265.1,588,429
GCF_001525305.1,451,413
GCF_001525325.1,451,413
GCF_001525365.1,451,413
GCF_001525385.1,451,413
GCF_001525405.1,451,413
GCF_001525425.1,451,413
GCF_001525445.1,451,413
GCF_001525465.1,451,413
GCF_001525475.1,451,413
GCF_001525505.1,588,429
GCF_001525525.1,1368,503
GCF_001525585.1,1374,504
GCF_001525595.1,1363,502
GCF_001525625.1,190,587
GCF_001525645.1,303,950
GCF_001525665.1,303,950
GCF_001525685.1,303,950
GCF_001525705.1,302,951
GCF_001525715.1,302,951
GCF_001525745.1,302,951
GCF_001525765.1,287,947
GCF_001525775.1,287,947
GCF_001525785.1,287,947
GCF_001525825.1,298,952
GCF_001525845.1,302,951
GCF_001525855.1,302,951
GCF_001525885.1,302,951
GCF_001525895.1,287,947
GCF_001525925.1,287,947
GCF_001525945.1,287,947
GCF_001525965.1,287,947
GCF_001526035.1,451,413
GCF_001526085.1,451,413
GCF_001526105.1,451,413
GCF_001526115.1,451,413
GCF_001526145.1,451,413
GCF_001526185.1,451,413
GCF_001526205.1,287,947
GCF_001526225.1,302,951
GCF_001526255.1,287,947
GCF_001526285.1,300,956
GCF_001526305.1,302,951
GCF_001526345.1,287,947
GCF_001526385.1,300,956
GCF_001526405.1,300,956
GCF_001526425.1,300,956
GCF_001526445.1,287,947
GCF_001526465.1,302,951
GCF_001526485.1,302,951
GCF_001526625.1,302,951
GCF_001526635.1,302,951
GCF_001526645.1,302,951
GCF_001526655.1,302,951
GCF_001526705.1,300,956
GCF_001526735.1,302,951
GCF_001526785.1,287,947
GCF_001526805.1,300,956
GCF_001526815.1,299,955
GCF_001526825.1,299,955
GCF_001526865.1,302,951
GCF_001526875.1,302,951
GCF_001526905.1,287,947
GCF_001526915.1,302,951
GCF_001526945.1,302,951
GCF_001526955.1,302,951
GCF_001526985.1,302,951
GCF_001526995.1,299,955
GCF_001527015.1,302,951
GCF_001527035.1,302,951
GCF_001527065.1,302,951
GCF_001527085.1,302,951
GCF_001527095.1,302,951
GCF_001527105.1,302,951
GCF_001527145.1,302,951
GCF_001527165.1,302,951
GCF_001527185.1,302,951
GCF_001527205.1,300,956
GCF_001527225.1,302,951
GCF_001527245.1,302,951
GCF_001527265.1,299,955
GCF_001527285.1,299,955
GCF_001527305.1,299,955
GCF_001527325.1,302,951
GCF_001527345.1,302,951
GCF_001527365.1,302,951
GCF_001527385.1,302,951
GCF_001527405.1,302,951
GCF_001527425.1,302,951
GCF_001527445.1,303,950
GCF_001527465.1,302,951
GCF_001527485.1,291,953
GCF_001527505.1,302,951
GCF_001527525.1,302,951
GCF_001527545.1,299,955
GCF_001527555.1,285,965
GCF_001527585.1,299,955
GCF_001527605.1,289,961
GCF_001527645.1,299,955
GCF_001527665.1,299,955
GCF_001527725.1,299,955
GCF_001527745.1,302,951
GCF_001527765.1,300,956
GCF_001527785.1,285,965
GCF_001527805.1,299,955
GCF_001527825.1,299,955
GCF_001527845.1,302,951
GCF_001527865.1,302,951
GCF_001527885.1,302,951
GCF_001527905.1,302,951
GCF_001527925.1,302,951
GCF_001527945.1,302,951
GCF_001527955.1,302,951
GCF_001527985.1,302,951
GCF_001528005.1,300,956
GCF_001528025.1,302,951
GCF_001528065.1,302,951
GCF_001528075.1,302,951
GCF_001528085.1,299,955
GCF_001528095.1,302,951
GCF_001528145.1,302,951
GCF_001528155.1,302,951
GCF_001528175.1,302,951
GCF_001528205.1,302,951
GCF_001528225.1,302,951
GCF_001528245.1,302,951
GCF_001528265.1,302,951
GCF_001528285.1,302,951
GCF_001528305.1,302,951
GCF_001528325.1,302,951
GCF_001528345.1,302,951
GCF_001528365.1,302,951
GCF_001528385.1,302,951
GCF_001528405.1,302,951
GCF_001528445.1,302,951
GCF_001528465.1,302,951
GCF_001528485.1,287,947
GCF_001528495.1,303,950
GCF_001528525.1,303,950
GCF_001528545.1,303,950
GCF_001528565.1,303,950
GCF_001528585.1,303,950
GCF_001528645.1,302,951
GCF_001528655.1,302,951
GCF_001528685.1,287,947
GCF_001528765.1,302,951
GCF_001528785.1,302,951
GCF_001528805.1,302,951
GCF_001528825.1,302,951
GCF_001528845.1,287,947
GCF_001528865.1,302,951
GCF_001528875.1,302,951
GCF_001528885.1,302,951
GCF_001528945.1,302,951
GCF_001528965.1,302,951
GCF_001528985.1,302,951
GCF_001528995.1,300,956
GCF_001529025.1,302,951
GCF_001529035.1,302,951
GCF_001529065.1,302,951
GCF_001529085.1,302,951
GCF_001529105.1,302,951
GCF_001529125.1,302,951
GCF_001529135.1,302,951
GCF_001529155.1,302,951
GCF_001529205.1,302,951
GCF_001529215.1,302,951
GCF_001529225.1,302,951
GCF_001529235.1,302,951
GCF_001529345.1,302,951
GCF_001529365.1,1170,16
GCF_001529375.1,1212,925
GCF_001529395.1,1212,925
GCF_001529425.1,1212,925
GCF_001529445.1,1212,925
GCF_001529465.1,1212,925
GCF_001529475.1,302,951
GCF_001529505.1,299,955
GCF_001529545.1,299,955
GCF_001529565.1,302,951
GCF_001529585.1,303,950
GCF_001529605.1,302,951
GCF_001529625.1,299,955
GCF_001529645.1,303,950
GCF_001529655.1,302,951
GCF_001529685.1,287,947
GCF_001529705.1,302,951
GCF_001529725.1,302,951
GCF_001529745.1,302,951
GCF_001529755.1,287,947
GCF_001529785.1,302,951
GCF_001529825.1,287,947
GCF_001529845.1,302,951
GCF_001529865.1,302,951
GCF_001529895.1,302,951
GCF_001529935.1,590,431
GCF_001529965.1,300,956
GCF_001529985.1,302,951
GCF_001530005.1,287,947
GCF_001530015.1,590,431
GCF_001530045.1,287,947
GCF_001530055.1,287,947
GCF_001530085.1,287,947
GCF_001530105.1,287,947
GCF_001530135.1,287,947
GCF_001530165.1,302,951
GCF_001530185.1,287,947
GCF_001530205.1,287,947
GCF_001530215.1,303,950
GCF_001530245.1,302,951
GCF_001530255.1,302,951
GCF_001530285.1,302,951
GCF_001530305.1,302,951
GCF_001530325.1,79,377
GCF_001530335.1,302,951
GCF_001530355.1,302,951
GCF_001530375.1,302,951
GCF_001530395.1,299,955
GCF_001530415.1,287,947
GCF_001530445.1,302,951
GCF_001530465.1,302,951
GCF_001530495.1,302,951
GCF_001530525.1,302,951
GCF_001530545.1,302,951
GCF_001530565.1,302,951
GCF_001530605.1,299,955
GCF_001530625.1,302,951
GCF_001530645.1,299,955
GCF_001530665.1,287,947
GCF_001530685.1,302,951
GCF_001530695.1,285,965
GCF_001530725.1,300,956
GCF_001530745.1,302,951
GCF_001530755.1,302,951
GCF_001530785.1,287,947
GCF_001530805.1,287,947
GCF_001530825.1,302,951
GCF_001530845.1,302,951
GCF_001530865.1,302,951
GCF_001530885.1,302,951
GCF_001530905.1,287,947
GCF_001530925.1,300,956
GCF_001530945.1,300,956
GCF_001530965.1,300,956
GCF_001531005.1,300,956
GCF_001531025.1,299,955
GCF_001531045.1,302,951
GCF_001531065.1,299,955
GCF_001531085.1,302,951
GCF_001531105.1,302,951
GCF_001531135.1,18,329
GCF_001531205.1,18,329
GCF_001531265.1,18,329
GCF_001531325.1,300,956
GCF_001531385.1,300,956
GCF_001531405.1,299,955
GCF_001531425.1,295,962
GCF_001531435.1,302,951
GCF_001531455.1,18,329
GCF_001531515.1,302,951
GCF_001531525.1,287,947
GCF_001531535.1,302,951
GCF_001531585.1,302,951
GCF_001531595.1,302,951
GCF_001531605.1,302,951
GCF_001531615.1,302,951
GCF_001531665.1,302,951
GCF_001531675.1,302,951
GCF_001531705.1,302,951
GCF_001531715.1,302,951
GCF_001531745.1,302,951
GCF_001531755.1,302,951
GCF_001531785.1,302,951
GCF_001531795.1,302,951
GCF_001531825.1,302,951
GCF_001531835.1,302,951
GCF_001531865.1,302,951
GCF_001531875.1,287,947
GCF_001531905.1,287,947
GCF_001531945.1,302,951
GCF_001531955.1,295,962
GCF_001531975.1,289,961
GCF_001532035.1,298,952
GCF_001532065.1,298,952
GCF_001532085.1,298,952
GCF_001532105.1,289,961
GCF_001532125.1,287,947
GCF_001532155.1,300,956
GCF_001532185.1,300,956
GCF_001532205.1,302,951
GCF_001532215.1,302,951
GCF_001532235.1,287,947
GCF_001532265.1,302,951
GCF_001532275.1,302,951
GCF_001532285.1,289,961
GCF_001532315.1,299,955
GCF_001532345.1,299,955
GCF_001532355.1,302,951
GCF_001532375.1,302,951
GCF_001532385.1,302,951
GCF_001532425.1,302,951
GCF_001532445.1,302,951
GCF_001532455.1,302,951
GCF_001532465.1,302,951
GCF_001532505.1,302,951
GCF_001532525.1,287,947
GCF_001532545.1,302,951
GCF_001532555.1,287,947
GCF_001532585.1,302,951
GCF_001532605.1,302,951
GCF_001532625.1,302,951
GCF_001532645.1,299,955
GCF_001532655.1,302,951
GCF_001532675.1,300,956
GCF_001532725.1,300,956
GCF_001532735.1,300,956
GCF_001532785.1,302,951
GCF_001532805.1,302,951
GCF_001532815.1,302,951
GCF_001532845.1,302,951
GCF_001532865.1,302,951
GCF_001532905.1,299,955
GCF_001532915.1,285,965
GCF_001532925.1,299,955
GCF_001532985.1,299,955
GCF_001532995.1,299,955
GCF_001533025.1,299,955
GCF_001533035.1,302,951
GCF_001533065.1,299,955
GCF_001533075.1,299,955
GCF_001533115.1,299,955
GCF_001533145.1,302,951
GCF_001533155.1,289,961
GCF_001533185.1,289,961
GCF_001533205.1,299,955
GCF_001533225.1,302,951
GCF_001533235.1,299,955
GCF_001533265.1,302,951
GCF_001533285.1,302,951
GCF_001533325.1,302,951
GCF_001533335.1,299,955
GCF_001533365.1,302,951
GCF_001533385.1,300,956
GCF_001533405.1,302,951
GCF_001533415.1,302,951
GCF_001533445.1,287,947
GCF_001533465.1,298,952
GCF_001533485.1,299,955
GCF_001533495.1,299,955
GCF_001533525.1,302,951
GCF_001533535.1,302,951
GCF_001533565.1,302,951
GCF_001533575.1,299,955
GCF_001533605.1,299,955
GCF_001533625.1,302,951
GCF_001533645.1,299,955
GCF_001533655.1,302,951
GCF_001533685.1,302,951
GCF_001533705.1,299,955
GCF_001533725.1,302,951
GCF_001533745.1,302,951
GCF_001533765.1,302,951
GCF_001533785.1,302,951
GCF_001533805.1,300,956
GCF_001533815.1,299,955
GCF_001533845.1,299,955
GCF_001533865.1,302,951
GCF_001533885.1,299,955
GCF_001533905.1,299,955
GCF_001533925.1,299,955
GCF_001533945.1,302,951
GCF_001533965.1,302,951
GCF_001533985.1,299,955
GCF_001534005.1,302,951
GCF_001534015.1,299,955
GCF_001534035.1,299,955
GCF_001534065.1,302,951
GCF_001534085.1,287,947
GCF_001534105.1,295,962
GCF_001534115.1,302,951
GCF_001534125.1,302,951
GCF_001534135.1,302,951
GCF_001534185.1,299,955
GCF_001534195.1,302,951
GCF_001534205.1,299,955
GCF_001534225.1,299,955
GCF_001534265.1,302,951
GCF_001534285.1,299,955
GCF_001534295.1,299,955
GCF_001534305.1,299,955
GCF_001534345.1,302,951
GCF_001534365.1,300,956
GCF_001534375.1,302,951
GCF_001534385.1,299,955
GCF_001534425.1,302,951
GCF_001534445.1,302,951
GCF_001534465.1,302,951
GCF_001534475.1,302,951
GCF_001534505.1,299,955
GCF_001534515.1,299,955
GCF_001534525.1,299,955
GCF_001534725.1,971,882
GCF_001534785.1,152,1062
GCF_001534805.1,302,951
GCF_001534825.1,1153,439
GCF_001534835.1,1153,439
GCF_001534845.1,1153,439
GCF_001534855.1,590,431
GCF_001534905.1,1153,439
GCF_001534925.1,1153,439
GCF_001534935.1,1153,439
GCF_001534985.1,1153,439
GCF_001535005.1,1153,439
GCF_001535015.1,1153,439
GCF_001535025.1,1153,439
GCF_001535065.1,1153,439
GCF_001535085.1,1153,439
GCF_001535095.1,1153,439
GCF_001535125.1,1153,439
GCF_001535145.1,1153,439
GCF_001535165.1,1153,439
GCF_001535175.1,1153,439
GCF_001535195.1,1153,439
GCF_001535215.1,1153,439
GCF_001535245.1,1153,439
GCF_001535255.1,1153,439
GCF_001535285.1,1153,439
GCF_001535305.1,1153,439
GCF_001535315.2,1153,439
GCF_001535335.1,1153,439
GCF_001535365.1,1153,439
GCF_001535385.1,1153,439
GCF_001535405.1,1153,439
GCF_001535415.1,1153,439
GCF_001535445.1,1153,439
GCF_001535455.1,1153,439
GCF_001535485.1,1153,439
GCF_001535505.1,1253,983
GCF_001535545.1,1340,173
GCF_001535565.1,1253,983
GCF_001535585.1,68,479
GCF_001535595.1,163,628
GCF_001535605.1,178,637
GCF_001535615.1,174,634
GCF_001535725.1,1072,184
GCF_001535735.1,1047,206
GCF_001535785.1,1047,206
GCF_001535805.1,1047,206
GCF_001535815.1,1070,198
GCF_001535855.1,1072,184
GCF_001535875.1,1072,184
GCF_001535905.1,1072,184
GCF_001535915.1,1047,206
GCF_001535945.1,1072,184
GCF_001536305.1,747,898
GCF_001536325.1,1164,444
GCF_001536345.1,1164,444
GCF_001536365.1,1164,444
GCF_001536385.1,1164,444
GCF_001536405.1,1164,444
GCF_001536425.1,1164,444
GCF_001536445.1,1164,444
GCF_001536465.1,1164,444
GCF_001536485.1,1164,444
GCF_001536505.1,1164,444
GCF_001536525.1,1164,444
GCF_001536545.1,1164,444
GCF_001536565.1,1164,444
GCF_001536585.1,1164,444
GCF_001536605.1,1164,444
GCF_001536625.1,1164,444
GCF_001536645.1,1164,444
GCF_001536665.1,1164,444
GCF_001536685.1,1164,444
GCF_001536705.1,1164,444
GCF_001536725.1,1164,444
GCF_001536745.1,1164,444
GCF_001536765.1,1164,444
GCF_001536785.1,302,951
GCF_001536795.1,287,947
GCF_001536805.1,302,951
GCF_001536845.1,1164,444
GCF_001536865.1,302,951
GCF_001536885.1,302,951
GCF_001536895.1,1164,444
GCF_001536945.1,1164,444
GCF_001536965.1,1164,444
GCF_001536985.1,1164,444
GCF_001537005.1,1164,444
GCF_001537025.1,1164,444
GCF_001537045.1,1164,444
GCF_001537065.1,1164,444
GCF_001537085.1,1164,444
GCF_001537105.1,1164,444
GCF_001537125.1,1164,444
GCF_001537145.1,1164,444
GCF_001537165.1,1164,444
GCF_001537185.1,1164,444
GCF_001537205.1,1164,444
GCF_001537225.1,1164,444
GCF_001537245.1,1164,444
GCF_001537285.1,1164,444
GCF_001537305.1,1164,444
GCF_001537325.1,1164,444
GCF_001537345.1,1164,444
GCF_001537365.1,1164,444
GCF_001537405.1,1164,444
GCF_001537425.1,1164,444
GCF_001537445.1,1164,444
GCF_001537465.1,1164,444
GCF_001537485.1,1164,444
GCF_001537505.1,1164,444
GCF_001537525.1,1164,444
GCF_001537545.1,1164,444
GCF_001537565.1,1164,444
GCF_001537585.1,1164,444
GCF_001537605.1,1164,444
GCF_001537625.1,1164,444
GCF_001537645.1,1164,444
GCF_001537665.1,1164,444
GCF_001537685.1,1164,444
GCF_001537705.1,1164,444
GCF_001537725.1,1164,444
GCF_001537745.1,1164,444
GCF_001537765.1,1164,444
GCF_001537785.1,1164,444
GCF_001537805.1,1164,444
GCF_001537825.1,1164,444
GCF_001537845.1,1164,444
GCF_001537865.1,1164,444
GCF_001537885.1,1164,444
GCF_001537905.1,1164,444
GCF_001537925.1,1164,444
GCF_001537945.1,1072,184
GCF_001537955.1,1047,206
GCF_001537965.1,1047,206
GCF_001537985.1,1047,206
GCF_001538005.1,1164,444
GCF_001538045.1,1047,206
GCF_001538085.1,1047,206
GCF_001538115.1,1164,444
GCF_001538145.1,1047,206
GCF_001538155.1,1070,198
GCF_001538185.1,1047,206
GCF_001538195.1,1164,444
GCF_001538205.1,1072,184
GCF_001538245.1,1072,184
GCF_001538255.1,1072,184
GCF_001538275.1,1164,444
GCF_001538305.1,564,127
GCF_001538325.1,1164,444
GCF_001538345.1,1164,444
GCF_001538365.1,1164,444
GCF_001538385.1,1164,444
GCF_001538405.1,1164,444
GCF_001538425.1,1164,444
GCF_001538445.1,1164,444
GCF_001538465.1,1164,444
GCF_001538485.1,1164,444
GCF_001538505.1,1164,444
GCF_001538525.1,1164,444
GCF_001538545.1,1164,444
GCF_001538565.1,1164,444
GCF_001538585.1,1164,444
GCF_001538605.1,1164,444
GCF_001538625.1,1164,444
GCF_001538645.1,1164,444
GCF_001538665.1,1164,444
GCF_001538685.1,1164,444
GCF_001538705.1,1164,444
GCF_001538725.1,1164,444
GCF_001538745.1,1164,444
GCF_001538765.1,1164,444
GCF_001538785.1,1164,444
GCF_001538805.1,1164,444
GCF_001538825.1,1164,444
GCF_001538845.1,1164,444
GCF_001538865.1,1164,444
GCF_001538885.1,1164,444
GCF_001538905.1,1164,444
GCF_001538925.1,1164,444
GCF_001538945.1,1164,444
GCF_001538965.1,1164,444
GCF_001538985.1,1164,444
GCF_001539005.1,1164,444
GCF_001539025.1,1164,444
GCF_001539045.1,1164,444
GCF_001539065.1,1164,444
GCF_001539085.1,1164,444
GCF_001539105.1,1164,444
GCF_001539125.1,1164,444
GCF_001539145.1,1164,444
GCF_001539165.1,302,951
GCF_001539185.1,1164,444
GCF_001539205.1,1164,444
GCF_001539225.1,1164,444
GCF_001539245.1,1164,444
GCF_001539265.1,1164,444
GCF_001539285.1,1164,444
GCF_001539305.1,1164,444
GCF_001539325.1,1164,444
GCF_001539345.1,1164,444
GCF_001539365.1,1164,444
GCF_001539385.1,1164,444
GCF_001539405.1,1164,444
GCF_001539425.1,1164,444
GCF_001539445.1,1164,444
GCF_001539465.1,1164,444
GCF_001539485.1,1164,444
GCF_001539505.1,1164,444
GCF_001539525.1,1164,444
GCF_001539545.1,1164,444
GCF_001539565.1,1164,444
GCF_001539585.1,1164,444
GCF_001539605.1,1164,444
GCF_001539625.1,1164,444
GCF_001539645.1,1164,444
GCF_001539665.1,1164,444
GCF_001539685.1,1164,444
GCF_001539705.1,1164,444
GCF_001539725.1,1164,444
GCF_001539745.1,1164,444
GCF_001539765.1,1164,444
GCF_001539785.1,1164,444
GCF_001539805.1,1164,444
GCF_001539825.1,1164,444
GCF_001539845.1,1164,444
GCF_001539865.1,1164,444
GCF_001539885.1,1164,444
GCF_001539905.1,1164,444
GCF_001539925.1,1164,444
GCF_001539945.1,1164,444
GCF_001539965.1,1164,444
GCF_001539985.1,1164,444
GCF_001540005.1,1164,444
GCF_001540025.1,1164,444
GCF_001540045.1,1164,444
GCF_001540065.1,1164,444
GCF_001540085.1,1164,444
GCF_001540105.1,1164,444
GCF_001540125.1,1164,444
GCF_001540145.1,1164,444
GCF_001540165.1,1164,444
GCF_001540185.1,1164,444
GCF_001540205.1,1164,444
